Group,Levels,SubjectID,Run,A_C1W1T0,A_C2W1T0,L_C1W1T0,L_C2W1T0,A_C1W2T0,A_C2W2T0,L_C1W2T0,L_C2W2T0,A_C1W3T0,A_C2W3T0,L_C1W3T0,L_C2W3T0,A_C1W4T0,A_C2W4T0,L_C1W4T0,L_C2W4T0,A_C1W5T0,A_C2W5T0,L_C1W5T0,L_C2W5T0,lC_C1W1T0,cC_C1W1T0,rC_C1W1T0,lC_C1W2T0,cC_C1W2T0,rC_C1W2T0,lC_C1W3T0,cC_C1W3T0,rC_C1W3T0,lC_C1W4T0,cC_C1W4T0,rC_C1W4T0,lC_C1W5T0,cC_C1W5T0,rC_C1W5T0,lC_C2W1T0,cC_C2W1T0,rC_C2W1T0,lC_C2W2T0,cC_C2W2T0,rC_C2W2T0,lC_C2W3T0,cC_C2W3T0,rC_C2W3T0,lC_C2W4T0,cC_C2W4T0,rC_C2W4T0,lC_C2W5T0,cC_C2W5T0,rC_C2W5T0,A_C1W1T2,A_C2W1T2,L_C1W1T2,L_C2W1T2,A_C1W2T2,A_C2W2T2,L_C1W2T2,L_C2W2T2,A_C1W3T2,A_C2W3T2,L_C1W3T2,L_C2W3T2,A_C1W4T2,A_C2W4T2,L_C1W4T2,L_C2W4T2,A_C1W5T2,A_C2W5T2,L_C1W5T2,L_C2W5T2,lC_C1W1T2,cC_C1W1T2,rC_C1W1T2,lC_C1W2T2,cC_C1W2T2,rC_C1W2T2,lC_C1W3T2,cC_C1W3T2,rC_C1W3T2,lC_C1W4T2,cC_C1W4T2,rC_C1W4T2,lC_C1W5T2,cC_C1W5T2,rC_C1W5T2,lC_C2W1T2,cC_C2W1T2,rC_C2W1T2,lC_C2W2T2,cC_C2W2T2,rC_C2W2T2,lC_C2W3T2,cC_C2W3T2,rC_C2W3T2,lC_C2W4T2,cC_C2W4T2,rC_C2W4T2,lC_C2W5T2,cC_C2W5T2,rC_C2W5T2
control,70_90,21001-3,1,4.85E-06,7.13E-06,1.270491803,11.14754098,5.78E-06,7.99E-06,2.049180328,11.8852459,3.59E-06,4.11E-06,2.786885246,12.66393443,1.90E-06,3.31E-06,3.893442623,13.7295082,3.04E-07,1.49E-06,5,14.50819672,6.49E-05,0.000195528,0.00012218,0.000152637,0.000269634,0.000107755,8.34E-05,0.000100513,5.71E-05,3.87E-05,3.52E-05,4.31E-05,1.65E-05,2.74E-05,7.02E-07,0.00018157,0.0003305,6.77E-05,0.000203602,0.000508557,0.000240939,9.28E-05,0.000119107,7.36E-05,7.42E-05,8.88E-05,6.67E-05,6.19E-05,6.76E-05,2.50E-05,3.23E-06,4.62E-06,1.352459016,11.18852459,6.19E-06,8.22E-06,2.213114754,12.04918033,2.72E-06,3.00E-06,3.032786885,12.86885246,1.48E-06,1.39E-06,4.139344262,14.05737705,9.98E-07,1.49E-06,5.491803279,15.20491803,7.76E-05,0.000147724,6.87E-05,0.00012281,0.00025346,0.000165612,6.90E-05,0.000106713,5.78E-05,3.78E-05,3.00E-05,2.13E-05,1.20E-05,2.88E-05,2.24E-05,8.70E-05,0.000258627,0.000132127,0.000161845,0.000424237,0.000280371,9.28E-05,8.89E-05,4.20E-05,2.28E-05,4.70E-05,3.22E-05,3.33E-05,3.14E-05,2.30E-05
control,90_90,21001-3,1,6.56E-06,7.18E-06,1.229508197,11.14754098,6.54E-06,6.64E-06,2.008196721,11.96721311,3.08E-06,3.55E-06,2.909836066,12.78688525,2.71E-06,2.09E-06,3.93442623,13.85245902,4.68E-07,1.02E-06,5.409836066,14.67213115,4.65E-05,0.000250566,0.000157279,8.40E-05,0.000372433,0.000286206,8.79E-05,7.62E-05,6.86E-05,8.57E-05,7.54E-05,4.71E-05,1.45E-05,2.46E-05,6.68E-06,4.36E-05,0.00027353,0.000208777,0.000231216,0.000396413,0.000139218,0.000100614,8.90E-05,5.43E-05,7.82E-05,6.39E-05,3.84E-05,5.37E-05,4.45E-05,2.35E-05,3.76E-06,3.98E-06,1.229508197,11.14754098,7.51E-06,7.36E-06,2.049180328,11.96721311,3.15E-06,2.38E-06,2.868852459,12.82786885,1.12E-06,8.56E-07,3.975409836,13.93442623,8.47E-07,1.15E-06,5.081967213,14.95901639,3.54E-05,0.000189753,0.000118458,0.000189978,0.000362029,0.000181777,5.21E-05,7.87E-05,8.52E-05,2.23E-05,4.26E-05,1.47E-05,4.04E-05,2.99E-05,2.22E-05,2.27E-05,0.000168698,0.000141134,0.000100076,0.000274034,0.000222742,9.38E-05,0.00010187,6.02E-05,2.16E-05,2.78E-05,1.90E-05,2.09E-05,3.46E-05,2.59E-05
control,70_70,21001-4,1,5.57E-06,5.73E-06,1.31147541,11.2295082,8.90E-06,9.69E-06,2.090163934,12.00819672,5.96E-06,6.93E-06,2.827868852,12.74590164,1.47E-06,1.38E-06,4.016393443,13.97540984,1.67E-06,1.12E-06,5.204918033,14.95901639,9.87E-05,0.000180878,6.77E-05,0.000237701,0.000478837,0.000235169,0.000196301,0.000341254,0.000155174,4.52E-05,6.15E-05,4.51E-05,2.29E-05,3.69E-05,1.10E-05,0.00011059,0.000228863,7.81E-05,0.000308369,0.000516639,0.000216926,0.000243346,0.000416072,0.000142557,4.62E-05,6.97E-05,4.14E-05,3.29E-05,3.61E-05,1.18E-05,4.51E-06,5.04E-06,1.270491803,11.18852459,8.67E-06,9.64E-06,2.090163934,11.96721311,4.61E-06,5.55E-06,2.786885246,12.70491803,2.07E-06,2.62E-06,3.975409836,13.89344262,6.97E-07,9.95E-07,5.163934426,14.83606557,2.82E-05,0.000177123,0.00011603,0.000220059,0.000377663,0.000160074,0.000158334,0.000161676,7.58E-05,2.90E-05,4.75E-05,4.82E-05,3.41E-06,3.48E-05,2.02E-05,4.23E-05,0.000237884,0.000186094,0.000150098,0.000444444,0.000282764,0.000216994,0.000234771,7.49E-05,4.17E-05,5.57E-05,6.03E-05,3.95E-05,4.82E-05,2.47E-05
control,70_90,21001-4,1,4.73E-06,7.22E-06,1.270491803,11.14754098,8.89E-06,1.37E-05,2.049180328,11.8852459,5.50E-06,7.36E-06,2.745901639,12.62295082,2.17E-06,2.96E-06,3.893442623,13.7295082,3.46E-07,9.54E-07,5.040983607,14.87704918,7.47E-05,0.000168919,7.05E-05,0.000274139,0.000435612,0.000155339,0.000204171,0.000299602,0.000108278,5.81E-05,8.34E-05,6.12E-05,3.47E-05,3.03E-05,9.34E-06,0.000174707,0.000310999,3.35E-05,0.000372464,0.000624676,0.000300389,0.000251122,0.000290471,9.09E-05,9.55E-05,0.000101891,7.77E-05,9.11E-06,1.51E-05,1.35E-05,5.12E-06,8.76E-06,1.31147541,11.18852459,9.52E-06,1.20E-05,2.090163934,11.96721311,5.35E-06,7.13E-06,2.827868852,12.70491803,1.74E-06,3.86E-06,4.016393443,13.89344262,5.66E-07,2.34E-06,5.204918033,15.08196721,8.64E-05,0.000213092,9.93E-05,0.000120977,0.000381307,0.000290565,0.000185646,0.000214978,9.64E-05,1.24E-05,6.26E-05,5.36E-05,1.78E-06,1.39E-05,1.13E-05,0.000185837,0.000354971,8.97E-05,0.000381606,0.000688202,0.000296121,0.000236806,0.00034808,0.000144421,9.59E-05,0.000148346,8.29E-05,1.47E-05,2.60E-05,1.97E-05
control,90_90,21001-4,1,7.31E-06,5.84E-06,1.229508197,11.14754098,1.25E-05,1.25E-05,2.008196721,11.96721311,7.03E-06,7.85E-06,2.786885246,12.74590164,2.70E-06,2.62E-06,3.893442623,13.81147541,1.50E-06,1.45E-06,4.959016393,14.87704918,7.23E-05,0.000259712,0.00010926,0.000259505,0.000525072,0.000323161,0.000206933,0.000252336,9.18E-05,8.87E-05,0.000105393,7.37E-05,5.49E-05,7.78E-05,4.15E-05,5.86E-05,0.000235063,0.000145328,0.000312801,0.000419826,0.000224048,0.000261535,0.000257361,8.32E-05,6.78E-05,7.17E-05,6.47E-05,5.59E-05,5.33E-05,1.39E-07,6.45E-06,5.66E-06,1.229508197,11.14754098,1.09E-05,1.09E-05,1.967213115,11.8852459,6.43E-06,6.47E-06,2.745901639,12.66393443,2.90E-06,2.45E-06,3.770491803,13.7295082,8.28E-07,1.54E-06,4.836065574,14.54918033,9.90E-05,0.000216496,7.50E-05,0.000234409,0.000509537,0.00031504,0.00024525,0.000232865,0.00011908,0.000109578,0.000107474,6.88E-05,1.81E-05,3.20E-05,5.49E-06,9.29E-05,0.000220386,0.000115651,0.000149206,0.000416636,0.000312013,0.000192232,0.000215624,0.000133864,7.86E-05,9.19E-05,5.98E-05,3.88E-05,6.34E-05,2.99E-05
control,70_70,21002-2,1,4.32E-06,5.42E-06,1.31147541,11.2295082,8.71E-06,9.30E-06,2.131147541,12.04918033,5.05E-06,6.03E-06,2.868852459,12.74590164,3.40E-06,3.34E-06,4.057377049,14.01639344,9.85E-07,1.41E-06,5.081967213,15,2.66E-05,0.000151685,0.000122352,0.000192881,0.000264087,0.000148379,0.000221371,0.00022191,7.11E-05,5.43E-05,0.000110084,7.55E-05,4.12E-05,3.26E-05,1.79E-05,5.09E-05,0.000208415,0.000132145,0.000272587,0.000342245,0.000128033,0.000176815,0.000278695,0.000144784,6.63E-05,9.07E-05,5.52E-05,3.92E-05,2.73E-05,7.62E-06,4.31E-06,4.89E-06,1.31147541,11.2295082,7.27E-06,7.77E-06,2.131147541,12.04918033,4.92E-06,5.55E-06,2.827868852,12.70491803,2.58E-06,2.30E-06,4.016393443,13.97540984,1.12E-06,1.42E-06,5.040983607,14.87704918,6.34E-05,0.000162691,8.10E-05,0.000155222,0.000232911,0.000130335,0.000164362,0.000149319,3.51E-05,5.66E-05,8.93E-05,6.85E-05,3.55E-05,3.35E-05,3.66E-05,0.000106204,0.000208071,8.56E-05,0.000248339,0.000272647,8.31E-05,0.000115062,0.000215227,9.09E-05,5.65E-05,7.83E-05,5.70E-05,7.18E-05,6.20E-05,9.79E-06
control,70_90,21002-2,1,3.63E-06,5.35E-06,1.270491803,11.14754098,8.09E-06,1.11E-05,2.049180328,11.92622951,4.62E-06,6.12E-06,2.745901639,12.58196721,2.70E-06,3.87E-06,3.852459016,13.68852459,4.48E-07,1.46E-06,4.795081967,14.75409836,3.81E-05,0.000126428,7.98E-05,0.000173815,0.000235772,0.000154674,0.000177753,0.000181385,8.25E-05,5.46E-05,8.62E-05,6.72E-05,5.28E-05,5.59E-05,1.87E-05,7.88E-05,0.000238125,0.00011581,0.000329999,0.00041514,0.000180427,0.000154967,0.00020303,0.000123827,6.82E-05,9.44E-05,6.71E-05,3.30E-05,4.51E-05,2.03E-05,3.95E-06,7.07E-06,1.270491803,11.14754098,7.48E-06,1.01E-05,2.049180328,11.8852459,4.48E-06,6.11E-06,2.704918033,12.58196721,2.41E-06,2.96E-06,3.852459016,13.68852459,7.31E-07,4.75E-07,4.795081967,14.87704918,7.05E-05,0.000150382,5.41E-05,0.000144145,0.000249253,0.000175067,0.000124675,0.000113007,4.20E-05,7.18E-05,7.14E-05,5.44E-05,4.28E-05,2.99E-05,2.45E-05,0.000148058,0.000241728,3.39E-05,0.000243023,0.000442701,0.000270091,0.000117994,0.000136265,9.01E-05,8.99E-05,0.000109485,6.70E-05,1.86E-05,2.68E-05,1.04E-05
control,90_90,21002-2,1,5.19E-06,6.15E-06,1.270491803,11.18852459,1.01E-05,1.10E-05,2.090163934,12.00819672,5.83E-06,5.95E-06,2.786885246,12.74590164,3.49E-06,3.10E-06,3.893442623,13.85245902,1.78E-06,1.65E-06,4.918032787,14.91803279,8.51E-05,0.000169963,6.37E-05,0.00025178,0.000321947,0.000207749,0.000175208,0.000162927,9.23E-05,8.98E-05,0.000103474,6.38E-05,8.22E-05,6.97E-05,2.85E-05,7.03E-05,0.000177948,8.55E-05,0.000197623,0.000316552,0.000214138,0.000181381,0.000138886,0.000115707,6.12E-05,6.68E-05,5.60E-05,1.85E-05,2.82E-05,2.37E-05,6.86E-06,6.55E-06,1.270491803,11.18852459,8.84E-06,8.71E-06,2.049180328,11.96721311,6.09E-06,6.15E-06,2.786885246,12.74590164,2.74E-06,1.70E-06,3.852459016,13.85245902,1.03E-06,1.17E-06,4.959016393,14.95901639,0.000124791,0.000178558,1.54E-05,0.000258142,0.000329212,0.000223971,0.000123678,0.000121732,0.00011649,9.29E-05,0.000135142,7.11E-05,6.03E-05,4.86E-05,1.14E-05,0.00011385,0.000192325,3.80E-05,0.000249522,0.000321645,0.00015194,0.000125892,8.04E-05,9.21E-05,7.24E-05,8.19E-05,4.12E-05,8.54E-06,2.45E-05,2.13E-05
control,70_70,21002-3,1,4.55E-06,5.48E-06,1.352459016,11.2704918,6.27E-06,6.85E-06,2.172131148,12.04918033,5.23E-06,5.84E-06,2.868852459,12.74590164,2.77E-06,3.61E-06,4.057377049,14.01639344,1.27E-06,2.63E-06,5,14.83606557,6.00E-05,0.000197313,0.000130316,0.000195087,0.000329232,0.000117854,9.83E-05,0.000119715,7.42E-05,4.53E-05,3.75E-05,5.17E-05,5.87E-05,6.25E-05,2.49E-05,0.000104375,0.000272256,0.000162466,0.000156042,0.000436525,0.000213476,9.94E-05,0.000179053,0.000104452,4.08E-05,7.24E-05,6.04E-05,5.69E-05,8.15E-05,3.36E-05,5.55E-06,6.28E-06,1.393442623,11.31147541,6.80E-06,7.12E-06,2.213114754,12.13114754,5.24E-06,6.09E-06,2.950819672,12.86885246,,1.87E-06,4.303278689,14.22131148,2.71E-06,2.93E-06,5.286885246,15.16393443,0.000133981,0.00022201,0.000110694,0.000134405,0.000353567,0.000188162,0.000129447,0.000168629,7.73E-05,6.69E-05,8.09E-05,3.55E-05,2.59E-05,3.29E-05,3.53E-05,0.000154241,0.000235825,0.000126333,0.000200003,0.000386136,0.000149405,0.000154557,0.000216374,0.000101811,2.93E-05,4.92E-05,3.85E-05,4.84E-05,3.62E-05,2.94E-05
control,70_90,21002-3,1,4.29E-06,7.41E-06,1.31147541,11.14754098,6.19E-06,8.63E-06,2.090163934,11.92622951,4.87E-06,7.39E-06,2.827868852,12.62295082,2.23E-06,3.24E-06,3.893442623,13.7295082,8.63E-07,1.51E-06,4.754098361,14.63114754,5.82E-05,0.000189987,0.000105417,0.000152859,0.000334953,0.000159015,7.71E-05,7.94E-05,8.87E-05,6.04E-05,5.11E-05,4.15E-05,3.33E-05,6.21E-05,3.19E-05,5.92E-05,0.000312871,0.000173951,0.00032278,0.000523321,0.000154149,0.000120466,0.00016884,0.000135235,7.13E-05,6.81E-05,5.81E-05,5.72E-05,5.87E-05,3.44E-05,6.22E-06,1.16E-05,1.352459016,11.2295082,6.50E-06,9.05E-06,2.131147541,12.00819672,5.59E-06,8.33E-06,2.827868852,12.74590164,2.68E-06,4.72E-06,4.057377049,13.89344262,1.03E-06,1.83E-06,4.959016393,14.83606557,0.000129036,0.000219915,0.000119867,0.000197745,0.000345035,0.000135552,0.000127533,0.00014013,5.94E-05,5.98E-05,7.77E-05,5.28E-05,4.74E-05,6.19E-05,4.26E-05,0.000248863,0.000337789,6.50E-05,0.000483414,0.000594141,0.000114373,0.000250104,0.000276262,0.000118596,0.000119352,0.000106991,6.78E-05,6.11E-05,5.76E-05,1.74E-05
control,90_90,21002-3,1,6.78E-06,7.55E-06,1.270491803,11.18852459,7.13E-06,6.43E-06,2.049180328,11.96721311,7.17E-06,8.28E-06,2.827868852,12.74590164,3.18E-06,3.14E-06,3.93442623,13.85245902,1.31E-06,2.36E-06,5.573770492,14.75409836,8.10E-05,0.000232013,8.97E-05,0.000125575,0.000373032,0.000279146,0.000105016,0.000161478,0.000147854,5.80E-05,0.000100643,5.22E-05,4.31E-05,3.40E-05,1.35E-05,0.000105819,0.000275189,0.000109943,0.000127466,0.000408851,0.000276749,0.000132366,0.00020211,0.000111232,8.44E-05,8.42E-05,3.42E-05,4.76E-05,7.28E-05,4.84E-05,1.11E-05,1.03E-05,1.31147541,11.2704918,8.59E-06,8.83E-06,2.131147541,12.09016393,8.37E-06,8.44E-06,2.950819672,12.86885246,4.68E-06,3.49E-06,4.139344262,14.09836066,1.38E-06,2.44E-06,5.12295082,15.04098361,9.77E-05,0.000295612,0.000170044,0.000219954,0.000543191,0.000354363,0.00020968,0.000281757,0.000146819,0.000134696,0.000116395,6.41E-05,6.73E-05,3.88E-05,3.76E-06,0.000152811,0.000248728,7.66E-05,0.000285895,0.000494076,0.000258066,0.000203575,0.000311879,0.000167704,9.96E-05,0.000108802,7.40E-05,6.17E-05,6.75E-05,3.33E-05
91db,70_70,21003-1,1,4.69E-06,5.54E-06,1.229508197,11.14754098,8.70E-06,1.13E-05,2.049180328,11.92622951,5.59E-06,6.51E-06,2.786885246,12.66393443,1.35E-06,1.85E-06,3.852459016,13.7704918,3.77E-07,8.63E-07,5,14.75409836,4.94E-06,0.000164211,0.000140693,0.000251525,0.000354029,0.000152609,0.000201427,0.000199472,7.40E-05,6.92E-05,7.24E-05,4.37E-05,3.18E-05,2.21E-05,7.58E-06,2.02E-05,0.000211821,0.000173985,0.000183353,0.000470757,0.000322674,0.000203443,0.000308528,0.000101815,6.82E-05,0.000115773,6.65E-05,5.40E-05,3.90E-05,1.40E-05,3.24E-06,4.63E-06,1.31147541,11.2295082,4.44E-06,5.56E-06,2.131147541,12.04918033,3.26E-06,4.58E-06,2.909836066,12.78688525,9.92E-07,9.79E-07,4.016393443,13.97540984,3.45E-07,1.67E-06,5.409836066,15.04098361,1.46E-05,0.000114279,0.000103445,9.00E-05,0.000236992,0.000144537,0.000124304,0.000121088,2.29E-05,6.37E-05,4.56E-05,3.29E-05,4.41E-06,2.02E-05,8.82E-06,3.70E-05,0.00017114,0.000131858,0.000164407,0.000313719,0.00013694,0.000121228,0.000202816,7.42E-05,5.98E-05,5.55E-05,2.77E-05,4.92E-05,4.47E-05,1.33E-05
91db,70_90,21003-1,1,5.54E-06,5.95E-06,1.270491803,11.14754098,8.63E-06,1.12E-05,2.090163934,11.92622951,5.77E-06,7.64E-06,2.827868852,12.66393443,1.39E-06,2.92E-06,3.93442623,13.7704918,6.04E-07,1.65E-06,5.040983607,15.04098361,5.81E-05,0.000183303,9.21E-05,0.000275445,0.000338942,0.000117044,0.000196886,0.000223165,8.76E-05,6.37E-05,8.98E-05,4.12E-05,2.35E-05,1.84E-05,9.76E-06,0.000139831,0.000310885,8.77E-05,0.000296929,0.000491738,0.000271635,0.000262085,0.000267661,3.94E-05,0.00011184,0.000152549,8.51E-05,9.37E-06,4.46E-05,4.47E-05,1.64E-06,5.05E-06,1.31147541,11.14754098,4.31E-06,7.03E-06,2.049180328,11.92622951,3.77E-06,7.44E-06,2.786885246,12.70491803,2.19E-06,1.71E-06,3.81147541,13.7295082,1.14E-06,1.22E-06,4.918032787,14.87704918,7.44E-05,0.000109927,2.65E-05,7.74E-05,0.000209199,0.000116468,9.75E-05,9.56E-05,2.74E-05,5.17E-05,5.56E-05,4.78E-05,4.39E-05,2.82E-05,1.13E-05,7.07E-05,0.000207377,7.26E-05,0.000277846,0.000445607,0.000117214,0.000183279,0.000176739,0.000127159,7.61E-05,7.51E-05,2.15E-05,6.98E-06,1.47E-05,2.64E-05
91db,90_90,21003-1,1,5.19E-06,5.04E-06,1.18852459,11.10655738,1.06E-05,1.05E-05,1.926229508,11.8442623,7.93E-06,8.38E-06,2.704918033,12.62295082,1.72E-06,1.14E-06,3.68852459,13.68852459,5.56E-07,6.54E-07,4.795081967,14.75409836,7.11E-05,0.000232543,7.51E-05,0.000156043,0.000372238,0.000293966,0.000219144,0.00017849,9.79E-05,0.000120995,0.000120442,6.93E-05,2.88E-05,3.86E-05,1.51E-05,6.72E-05,0.000229643,8.20E-05,0.000142157,0.000335571,0.000273568,0.000219347,0.00017918,0.000100219,9.72E-05,9.36E-05,7.02E-06,2.61E-06,9.37E-06,2.55E-05,4.60E-06,5.67E-06,1.270491803,11.18852459,6.51E-06,7.15E-06,2.049180328,12.00819672,7.63E-06,8.15E-06,2.909836066,12.82786885,7.57E-07,3.37E-07,3.893442623,13.89344262,1.19E-06,2.55E-06,5.081967213,14.95901639,7.92E-05,0.000148041,3.13E-05,0.000102141,0.000337963,0.000206525,0.000137711,0.000186083,0.000160598,5.46E-05,5.53E-05,2.91E-05,3.90E-05,5.09E-05,3.13E-05,7.86E-05,0.00015015,3.74E-05,0.00020763,0.000317206,9.61E-05,0.000180171,0.000225692,0.000171292,6.18E-05,5.04E-05,3.36E-06,5.59E-05,4.98E-05,9.06E-06
91db,70_70,21003-2,1,5.12E-06,5.51E-06,1.270491803,11.18852459,8.15E-06,7.93E-06,2.090163934,11.96721311,6.63E-06,6.60E-06,2.827868852,12.70491803,1.02E-06,7.95E-07,3.93442623,13.93442623,8.02E-07,1.60E-06,5,14.83606557,6.81E-05,0.000198107,0.000102285,0.000240833,0.000355453,0.000169918,0.000168521,0.000207704,0.000112041,6.24E-05,4.33E-05,3.98E-05,3.15E-05,4.26E-05,2.31E-05,8.94E-05,0.000246386,0.000110027,0.000151423,0.000375932,0.000248709,0.000111624,0.000180781,0.000125494,4.11E-05,4.17E-05,2.02E-05,4.42E-05,3.94E-05,1.78E-05,3.32E-06,5.47E-06,1.31147541,11.2295082,5.93E-06,7.27E-06,2.049180328,11.96721311,4.78E-06,6.58E-06,2.786885246,12.66393443,2.36E-06,2.63E-06,3.81147541,13.7295082,1.68E-07,8.89E-07,5.040983607,14.95901639,5.09E-05,0.000112981,6.40E-05,0.000168163,0.000226888,9.76E-05,0.000187802,0.000252328,8.65E-05,7.48E-05,9.92E-05,3.59E-05,4.23E-05,3.75E-05,6.30E-06,0.00010131,0.000176493,7.63E-05,0.000257412,0.000336893,0.00010703,0.000127879,0.00036519,0.000201984,6.94E-05,5.81E-05,4.02E-05,1.43E-05,4.92E-05,3.71E-05
91db,70_90,21003-2,1,4.21E-06,8.06E-06,1.270491803,11.14754098,7.67E-06,9.79E-06,2.008196721,11.8442623,5.92E-06,7.35E-06,2.704918033,12.58196721,7.80E-07,1.10E-06,3.81147541,13.81147541,1.01E-06,1.72E-06,5.450819672,15.40983607,0.000117185,0.000165443,2.14E-05,0.000162309,0.000318828,0.00021892,0.000101055,0.000203653,0.000135976,5.01E-05,4.88E-05,3.14E-05,2.24E-05,3.88E-05,2.67E-05,0.000186146,0.000280119,3.36E-06,0.000183096,0.000601623,0.000352662,0.000190921,0.000260477,0.000168096,4.61E-05,5.80E-05,3.68E-05,2.25E-05,2.96E-05,2.04E-05,2.93E-06,5.22E-06,1.31147541,11.14754098,5.76E-06,8.81E-06,1.967213115,11.8442623,4.91E-06,6.04E-06,2.663934426,12.5,2.53E-06,2.57E-06,3.647540984,13.56557377,6.79E-07,1.51E-06,5.491803279,15.49180328,6.13E-05,8.24E-05,4.31E-05,0.000114505,0.000240789,0.000129435,0.000123297,0.000279347,0.000126875,7.77E-05,8.44E-05,3.52E-05,7.49E-06,2.65E-05,1.79E-05,9.48E-05,0.000194979,7.10E-05,0.000145771,0.000458889,0.00027268,0.000106849,0.000304513,0.000180147,5.51E-05,9.34E-05,7.22E-05,4.33E-05,5.14E-05,3.22E-05
91db,90_90,21003-2,1,7.68E-06,7.17E-06,1.270491803,11.18852459,9.52E-06,9.91E-06,2.008196721,11.92622951,7.01E-06,7.01E-06,2.745901639,12.74590164,1.79E-07,6.30E-07,3.401639344,14.01639344,9.28E-07,9.26E-07,4.795081967,15.53278689,0.000174255,0.000220783,7.98E-06,0.000314562,0.000542286,0.000217185,0.000219834,0.000313129,0.000179939,3.11E-05,6.62E-05,1.24E-04,7.22E-05,4.64E-05,1.72E-05,0.000154523,0.000212251,3.51E-05,0.000217579,0.000415812,0.000206329,0.000125068,0.000145222,0.000144537,7.64E-05,6.90E-05,1.68E-05,1.69E-05,5.72E-06,4.46E-06,3.93E-06,4.45E-06,1.270491803,11.18852459,7.66E-06,8.25E-06,2.008196721,11.92622951,5.32E-06,5.36E-06,2.704918033,12.66393443,1.40E-06,1.27E-06,3.770491803,13.7295082,3.31E-07,8.26E-07,5,14.83606557,8.81E-05,0.000119973,2.88E-05,0.00017976,0.000299701,0.000167943,0.000128674,0.000200122,0.000137396,4.05E-05,5.45E-05,5.53E-05,4.32E-05,2.64E-05,9.05E-06,0.000101648,0.000163854,3.41E-05,8.92E-05,0.000329312,0.000273465,0.000142303,0.000228462,9.19E-05,4.48E-05,7.16E-05,3.99E-05,3.28E-05,1.73E-05,1.44E-05
91db,70_70,21004-1,1,4.29E-06,5.88E-06,1.31147541,11.2295082,6.72E-06,8.01E-06,2.049180328,11.96721311,3.69E-06,5.54E-06,2.786885246,12.66393443,2.22E-06,2.46E-06,3.93442623,13.85245902,6.54E-07,8.47E-07,5.12295082,14.87704918,8.31E-05,0.00016902,6.67E-05,0.00010833,0.000307576,0.000246172,0.000145699,0.000194154,6.34E-05,2.55E-05,4.90E-05,6.52E-05,1.20E-06,1.76E-05,1.85E-05,0.000128645,0.000259753,0.000108418,0.000213923,0.000440526,0.000231175,0.000117773,0.000276655,0.000162972,4.94E-05,8.26E-05,5.45E-05,1.84E-05,3.08E-05,2.23E-05,5.55E-06,6.08E-06,1.270491803,11.18852459,8.87E-06,9.22E-06,2.049180328,11.96721311,5.27E-06,6.36E-06,2.786885246,12.66393443,2.20E-06,2.50E-06,3.93442623,13.85245902,1.23E-06,2.05E-06,5,14.83606557,7.19E-05,0.000236911,0.000132701,0.000158807,0.000393987,0.000248401,0.000194862,0.000207661,4.48E-05,8.52E-05,0.000110741,4.67E-05,2.17E-05,3.73E-05,2.53E-05,0.000107937,0.000274723,0.000151828,0.000286373,0.000484017,0.000176143,0.00013828,0.000299729,0.000151468,8.90E-05,0.00011118,4.13E-05,2.68E-05,4.17E-05,3.26E-05
91db,70_90,21004-1,1,4.93E-06,7.65E-06,1.31147541,11.18852459,7.03E-06,1.08E-05,2.090163934,11.92622951,4.04E-06,6.82E-06,2.827868852,12.70491803,2.05E-06,3.98E-06,4.016393443,13.81147541,5.27E-07,1.26E-06,5.12295082,14.79508197,5.32E-05,0.000171444,0.000103085,0.000138578,0.000329362,0.00023243,0.000130086,0.000215645,0.000107054,3.04E-05,7.40E-05,5.80E-05,1.53E-05,3.98E-05,1.48E-05,0.00018629,0.000331388,8.05E-05,0.000142557,0.000614451,0.000483504,0.000226718,0.000229701,5.85E-05,0.000104918,0.000143012,8.66E-05,3.66E-05,1.74E-05,1.36E-05,5.99E-06,9.03E-06,1.31147541,11.14754098,8.90E-06,1.17E-05,2.090163934,11.92622951,6.10E-06,9.10E-06,2.827868852,12.70491803,2.08E-06,2.23E-06,4.016393443,13.85245902,1.24E-06,1.69E-06,5.12295082,14.87704918,0.000127431,0.000244867,0.000100736,0.000146658,0.000397964,0.000257457,0.000145584,0.000258357,0.00011737,6.87E-05,8.05E-05,5.15E-05,2.97E-05,2.67E-05,2.26E-05,0.000124022,0.000368091,0.00019007,0.000171097,0.000669973,0.000512254,0.00023768,0.000332777,0.000154328,0.000131158,0.000129946,4.16E-05,2.38E-05,4.31E-05,1.68E-05
